"","gene","tissue","prot","mrna"
"37834","ENSG00000176422","thyroid.gland",8.49195014848203e-06,1.19999999986841e-05
"37839","ENSG00000176619","thyroid.gland",3.72483837535557e-05,6.09999999984877e-06
"37840","ENSG00000176623","thyroid.gland",4.58130921049261e-06,4.60000000337273e-05
"37843","ENSG00000176783","thyroid.gland",2.2972386315997e-07,2.65000000038559e-05
"37848","ENSG00000176974","thyroid.gland",3.38074737113765e-06,3.59000000348573e-05
"37849","ENSG00000176978","thyroid.gland",2.70961124512117e-06,4.97000000305171e-05
"37850","ENSG00000176986","thyroid.gland",8.06105660883427e-06,4.70000000069568e-05
"37853","ENSG00000177105","thyroid.gland",7.6091048583751e-05,1.55999999872676e-05
"37857","ENSG00000177156","thyroid.gland",0.000971869130858879,0.000126899999972327
"37858","ENSG00000177189","thyroid.gland",1.12455030321087e-06,2.52000000126759e-05
"37860","ENSG00000177225","thyroid.gland",2.68776920054262e-06,2.08999999946556e-05
"37866","ENSG00000177469","thyroid.gland",0.00147332613577533,3.66999999786972e-05
"37872","ENSG00000177575","thyroid.gland",9.67588366242427e-07,8.70000000764002e-06
"37880","ENSG00000177731","thyroid.gland",6.14317714726157e-06,5.21999999997281e-05
"37881","ENSG00000177733","thyroid.gland",4.62877121969449e-05,3.10999999980782e-05
"37882","ENSG00000177830","thyroid.gland",2.33491559043371e-06,5.32999999967389e-05
"37884","ENSG00000177885","thyroid.gland",4.67052933314464e-05,5.24000000019635e-05
"37888","ENSG00000178035","thyroid.gland",2.04999999029623e-05,7.59999999508625e-05
"37893","ENSG00000178209","thyroid.gland",6.91324159009939e-05,1.19999999986841e-05
"37901","ENSG00000178695","thyroid.gland",0.00012520467291315,1.48999999858555e-05
"37903","ENSG00000178802","thyroid.gland",4.05528159872516e-05,3.73000000164311e-05
"37906","ENSG00000178921","thyroid.gland",1.33684463964286e-05,7.59999999508625e-06
"37910","ENSG00000178952","thyroid.gland",0.00011793859344351,6.70999999738901e-05
"37914","ENSG00000179051","thyroid.gland",3.2196165414235e-06,1.79000000008287e-05
"37916","ENSG00000179091","thyroid.gland",4.42582914110671e-06,5.23000000159835e-05
"37921","ENSG00000179218","thyroid.gland",0.000475206687756175,0.000685399999851889
"37922","ENSG00000179262","thyroid.gland",4.80135451590268e-05,6.91999999272207e-05
"37924","ENSG00000179387","thyroid.gland",1.91358349298696e-06,1.75000000126408e-05
"37936","ENSG00000180011","thyroid.gland",2.47495379792795e-06,2.43999999809691e-05
"37938","ENSG00000180185","thyroid.gland",5.66804347876318e-06,1.02000000055917e-05
"37939","ENSG00000180198","thyroid.gland",2.04203281584682e-06,6.50000000534531e-06
"37948","ENSG00000180817","thyroid.gland",0.000165209614568594,6.98000000605657e-05
"37950","ENSG00000180879","thyroid.gland",3.94917769091881e-05,0.000182899999799361
"37953","ENSG00000180957","thyroid.gland",0.000101469969772506,2.40000000159372e-05
"37956","ENSG00000181019","thyroid.gland",1.60974172038153e-05,9.58999999623144e-05
"37960","ENSG00000181163","thyroid.gland",0.000160843272637109,0.00166089999962886
"37963","ENSG00000181467","thyroid.gland",2.92817271151258e-05,2.10000000128661e-06
"37966","ENSG00000181789","thyroid.gland",1.18101815015234e-05,8.17000000879625e-05
"37967","ENSG00000181873","thyroid.gland",1.02835260607133e-05,1.60000000126762e-06
"37971","ENSG00000181929","thyroid.gland",6.86753560951108e-05,4.24000000397614e-05
"37973","ENSG00000182054","thyroid.gland",0.000196818936141279,1.58000000016581e-05
"37976","ENSG00000182149","thyroid.gland",7.41537125291903e-06,8.22000000870558e-05
"37988","ENSG00000182492","thyroid.gland",0.000139375188897778,5.65000000234903e-05
"37992","ENSG00000182551","thyroid.gland",8.67641355162293e-07,3.18000000011399e-05
"37998","ENSG00000182718","thyroid.gland",0.0039941866797035,3.60000000192903e-05
"38000","ENSG00000182809","thyroid.gland",0.000221362733981213,5.14000000005591e-05
"38003","ENSG00000182871","thyroid.gland",1.72929872390684e-05,2.21000000160238e-05
"38005","ENSG00000182919","thyroid.gland",8.34985679232104e-05,3.6100000007842e-05
"38007","ENSG00000182944","thyroid.gland",2.08873014685074e-06,7.81000000220653e-05
"38013","ENSG00000183020","thyroid.gland",1.92573230524586e-05,1.75000000126408e-05
"38027","ENSG00000183431","thyroid.gland",2.44572934808943e-06,2.98999999776639e-05
"38033","ENSG00000183597","thyroid.gland",1.65218178942796e-06,3.56000000022235e-05
"38035","ENSG00000183684","thyroid.gland",7.4050742754061e-05,2.54000000222282e-05
"38046","ENSG00000184047","thyroid.gland",4.92030187693362e-05,4.59000000489062e-05
"38049","ENSG00000184110","thyroid.gland",4.27376664253288e-06,0.00014930000009453
"38050","ENSG00000184117","thyroid.gland",1.15398499546309e-05,2.96999999783069e-05
"38056","ENSG00000184207","thyroid.gland",2.06795476189906e-05,9.59999999912535e-06
"38061","ENSG00000184432","thyroid.gland",1.8109816842238e-05,7.45000000431785e-05
"38063","ENSG00000184500","thyroid.gland",6.88326314795602e-06,2.06999999782217e-05
"38064","ENSG00000184508","thyroid.gland",3.83337666647175e-06,1.76999999852543e-05
"38065","ENSG00000184575","thyroid.gland",7.44224705686995e-06,4.19000000032518e-05
"38069","ENSG00000184743","thyroid.gland",0.000112010069576518,2.01999999792265e-05
"38072","ENSG00000184831","thyroid.gland",2.76635795961506e-06,1.63999999981988e-05
"38073","ENSG00000184840","thyroid.gland",1.26293499966239e-05,0.000119999999986841
"38075","ENSG00000184897","thyroid.gland",3.24741207346804e-05,1.55999999872676e-05
"38081","ENSG00000185009","thyroid.gland",8.26642454675651e-07,2.52000000126759e-05
"38090","ENSG00000185129","thyroid.gland",1.36970795794268e-05,1.55999999872676e-05
"38094","ENSG00000185236","thyroid.gland",6.65136169476628e-05,7.9099999909356e-05
"38097","ENSG00000185359","thyroid.gland",2.15182444080489e-06,3.04000000273867e-05
"38099","ENSG00000185432","thyroid.gland",2.53571037742804e-05,0.00024899999994511
"38105","ENSG00000185624","thyroid.gland",0.000662510776552316,0.000290700000153667
"38106","ENSG00000185627","thyroid.gland",1.63209812554603e-05,6.24999999504836e-05
"38107","ENSG00000185651","thyroid.gland",0.000309126876012314,4.02999999869059e-05
"38108","ENSG00000185721","thyroid.gland",7.80166259344183e-06,3.41000000005891e-05
"38109","ENSG00000185722","thyroid.gland",3.12507406726828e-05,1.72999999948695e-05
"38113","ENSG00000185813","thyroid.gland",6.31016368580421e-06,1.47999999865405e-05
"38114","ENSG00000185825","thyroid.gland",1.47926641084955e-05,0.000128400000078988
"38117","ENSG00000185896","thyroid.gland",0.000100177351366377,0.000150900000077974
"38121","ENSG00000186063","thyroid.gland",1.0385886782475e-05,2.48000000099238e-05
"38125","ENSG00000186298","thyroid.gland",2.09496167288146e-05,6.45000000541688e-05
"38126","ENSG00000186395","thyroid.gland",0.000524044759073612,2.6000000001747e-06
"38130","ENSG00000186591","thyroid.gland",2.56933981583618e-05,4.40999999524938e-05
"38142","ENSG00000187109","thyroid.gland",1.3995930105948e-05,0.000156400000099456
"38149","ENSG00000187446","thyroid.gland",7.66227484457208e-06,5.49999999374079e-05
"38155","ENSG00000187555","thyroid.gland",5.86132228858149e-06,4.04999999799812e-05
"38156","ENSG00000187608","thyroid.gland",9.53872459754524e-06,5.59999999992005e-06
"38159","ENSG00000187735","thyroid.gland",3.84783454218836e-06,7.89999999471675e-05
"38163","ENSG00000187955","thyroid.gland",0.00184144165481894,3.52999999684773e-05
"38166","ENSG00000188157","thyroid.gland",6.26903593090849e-06,1.54999999939223e-05
"38169","ENSG00000188229","thyroid.gland",0.00127657094329392,8.14000000207671e-05
"38178","ENSG00000188536","thyroid.gland",0.273259367650899,3.2399999984586e-05
"38180","ENSG00000188612","thyroid.gland",1.6805278032988e-05,8.64999999074213e-05
"38181","ENSG00000188641","thyroid.gland",5.11056946763453e-06,1.42999999846869e-05
"38186","ENSG00000188783","thyroid.gland",0.00154215666083338,4.79999999584886e-06
"38194","ENSG00000189058","thyroid.gland",0.000104720696486525,3.31000000170937e-05
"38195","ENSG00000189060","thyroid.gland",0.000598230328922687,8.94999999348964e-05
"38196","ENSG00000189091","thyroid.gland",7.61555193177333e-06,4.34000000487159e-05
"38203","ENSG00000189403","thyroid.gland",0.00084128593259003,0.000109000000014902
"38205","ENSG00000196126","thyroid.gland",2.3770901256446e-06,5.96999999822164e-05
"38206","ENSG00000196136","thyroid.gland",0.00177223306076279,1.90000000020637e-06
"38208","ENSG00000196154","thyroid.gland",0.000461077448281841,4.08999999993086e-05
"38209","ENSG00000196177","thyroid.gland",1.07229556313296e-05,1.46000000072467e-05
"38213","ENSG00000196262","thyroid.gland",0.00480058013866658,0.000155200000027814
"38214","ENSG00000196290","thyroid.gland",2.40957682748438e-05,1.8100000005452e-05
"38215","ENSG00000196305","thyroid.gland",2.59994446195492e-06,8.41999999031291e-05
"38217","ENSG00000196363","thyroid.gland",2.32336629087656e-06,1.07000000077557e-05
"38218","ENSG00000196365","thyroid.gland",2.6814356062974e-05,3.8200000007766e-05
"38222","ENSG00000196419","thyroid.gland",3.90124982327474e-05,8.3400000069567e-05
"38230","ENSG00000196531","thyroid.gland",8.89376899540388e-05,0.000798199999176602
"38235","ENSG00000196576","thyroid.gland",1.2839638815021e-06,5.42000000576094e-05
"38238","ENSG00000196616","thyroid.gland",0.00295200606211004,1.19999999986841e-05
"38240","ENSG00000196655","thyroid.gland",2.83274084730982e-06,4.78999999542762e-05
"38242","ENSG00000196715","thyroid.gland",2.95249976011533e-06,1.64999999918731e-05
"38243","ENSG00000196743","thyroid.gland",6.43122243986263e-06,1.31000000103835e-05
"38248","ENSG00000196865","thyroid.gland",4.35134280520056e-05,8.0000000001484e-06
"38251","ENSG00000196923","thyroid.gland",0.000408118379925392,1.07000000077557e-05
"38252","ENSG00000196924","thyroid.gland",0.0100533471420234,8.20999999774207e-05
"38253","ENSG00000196937","thyroid.gland",8.11993416365249e-07,7.66000000648006e-05
"38255","ENSG00000196961","thyroid.gland",6.73217982482671e-05,1.5699999985206e-05
"38256","ENSG00000196975","thyroid.gland",0.000902744990240947,6.17999999873615e-05
"38259","ENSG00000197043","thyroid.gland",0.00165175463819939,7.67000000090104e-05
"38260","ENSG00000197045","thyroid.gland",2.23098256854051e-05,2.23999999827646e-05
"38262","ENSG00000197102","thyroid.gland",2.55369830956431e-05,2.92999999761097e-05
"38263","ENSG00000197111","thyroid.gland",2.55700707688226e-05,0.000304899999743482
"38265","ENSG00000197157","thyroid.gland",5.73414608524953e-05,0.000201499999778626
"38268","ENSG00000197249","thyroid.gland",0.0157418282228261,1.6599999998469e-05
"38272","ENSG00000197321","thyroid.gland",1.13188863681297e-05,0.000322699999699881
"38280","ENSG00000197448","thyroid.gland",5.83591344423894e-06,0.000142399999901359
"38281","ENSG00000197451","thyroid.gland",0.000108287143341198,4.18000000216524e-05
"38283","ENSG00000197548","thyroid.gland",3.09918652426077e-06,2.39000000028541e-05
"38284","ENSG00000197594","thyroid.gland",3.96114166818689e-06,2.58999999951544e-05
"38287","ENSG00000197694","thyroid.gland",8.67164904533864e-05,4.11999999968566e-05
"38288","ENSG00000197702","thyroid.gland",0.000440118094495134,2.44999999794355e-05
"38292","ENSG00000197746","thyroid.gland",6.81234456115683e-05,0.000477599999866591
"38295","ENSG00000197766","thyroid.gland",1.32531400708676e-05,1.09999999959924e-06
"38299","ENSG00000197837","thyroid.gland",0.000434752720183878,4.60000000337273e-06
"38302","ENSG00000197879","thyroid.gland",3.52725655317424e-05,5.19000000181099e-05
"38304","ENSG00000197894","thyroid.gland",0.000703955308048467,6.31999999589064e-05
"38306","ENSG00000197930","thyroid.gland",1.66817640438637e-05,1.52000000019329e-05
"38309","ENSG00000197956","thyroid.gland",1.5897938953375e-06,0.000243000000224756
"38316","ENSG00000198034","thyroid.gland",4.9542439191761e-06,0.000484100000400294
"38320","ENSG00000198130","thyroid.gland",6.09757882134003e-05,2.62999999703413e-05
"38323","ENSG00000198171","thyroid.gland",2.71694051481269e-06,2.8399999996924e-05
"38324","ENSG00000198189","thyroid.gland",1.6745475956533e-05,2.1200000003478e-05
"38330","ENSG00000198356","thyroid.gland",0.000122870943176861,6.23000000488925e-05
"38331","ENSG00000198363","thyroid.gland",6.19732781102389e-06,0.000105699999925178
"38332","ENSG00000198380","thyroid.gland",1.91897469566533e-06,9.74000000272231e-05
"38337","ENSG00000198431","thyroid.gland",4.51297488864001e-05,3.30000000092788e-05
"38338","ENSG00000198467","thyroid.gland",0.00323050384290911,2.6000000001747e-05
"38343","ENSG00000198561","thyroid.gland",5.87073549833037e-07,9.74000000272231e-05
"38344","ENSG00000198585","thyroid.gland",1.79301439393858e-05,1.76000000075317e-05
"38346","ENSG00000198612","thyroid.gland",2.01492727166082e-05,2.8199999979263e-05
"38349","ENSG00000198677","thyroid.gland",8.01223707129549e-07,3.37000000099838e-05
"38351","ENSG00000198700","thyroid.gland",9.88853265384689e-06,1.62999999848386e-05
"38353","ENSG00000198712","thyroid.gland",6.2739242671037e-05,0.00225010000176458
"38357","ENSG00000198752","thyroid.gland",1.09015668678288e-06,3.73000000164311e-05
"38364","ENSG00000198805","thyroid.gland",0.000115725720406889,1.5699999985206e-05
"38366","ENSG00000198836","thyroid.gland",6.0083432988652e-06,2.6000000001747e-05
"38369","ENSG00000198898","thyroid.gland",7.7331931931551e-05,7.9699999927307e-05
"38370","ENSG00000198899","thyroid.gland",5.18701891862918e-05,0.00202489999822805
"38373","ENSG00000198931","thyroid.gland",0.000212600171733278,3.86000000291743e-05
"38376","ENSG00000198951","thyroid.gland",9.55374499333646e-06,1.55999999872676e-05
"38384","ENSG00000203879","thyroid.gland",0.000134961909123228,4.6299999998086e-05
"38391","ENSG00000204394","thyroid.gland",1.51621772376223e-05,1.87999999885857e-05
"38393","ENSG00000204525","thyroid.gland",6.91154079875779e-07,0.000120500000024725
"38394","ENSG00000204574","thyroid.gland",2.96981457287281e-06,2.8599999991502e-05
"38396","ENSG00000204628","thyroid.gland",8.67854618477316e-06,0.00100989999953455
"38399","ENSG00000204843","thyroid.gland",6.03603777454003e-06,3.76999999821356e-05
"38402","ENSG00000205220","thyroid.gland",6.41828457486032e-07,1.35999999884066e-05
"38403","ENSG00000205302","thyroid.gland",2.84889957872493e-05,8.96999999908932e-05
"38404","ENSG00000205323","thyroid.gland",4.24802277039903e-05,2.91000000009443e-05
"38405","ENSG00000205339","thyroid.gland",2.96049636379659e-05,4.22999999634711e-05
"38406","ENSG00000205403","thyroid.gland",5.41124255123437e-05,9.09999999327196e-06
"38408","ENSG00000205531","thyroid.gland",2.24838863818591e-05,5.80999999477815e-05
"38412","ENSG00000205629","thyroid.gland",4.86308881279124e-06,2.1500000004178e-05
"38421","ENSG00000206503","thyroid.gland",1.89692512127295e-05,0.000227300000143944
"38424","ENSG00000211445","thyroid.gland",0.000220410870099879,0.00128780000072321
"38427","ENSG00000211456","thyroid.gland",1.04510085250456e-05,5.10999999841494e-05
"38428","ENSG00000211460","thyroid.gland",3.26343512784281e-05,3.49000000032803e-05
"38431","ENSG00000213145","thyroid.gland",7.73446386859899e-06,4.60000000337273e-05
"38434","ENSG00000213281","thyroid.gland",2.70033928712952e-05,1.64999999918731e-05
"38437","ENSG00000213366","thyroid.gland",0.000104534049097888,6.8900000014655e-05
"38445","ENSG00000213563","thyroid.gland",2.22230281812929e-06,2.79999999779363e-06
"38446","ENSG00000213585","thyroid.gland",5.07863464527684e-05,4.18000000216524e-05
"38448","ENSG00000213614","thyroid.gland",1.56468731957407e-05,0.000101400000000626
"38449","ENSG00000213619","thyroid.gland",5.4404479792866e-06,4.62000000472191e-05
"38450","ENSG00000213639","thyroid.gland",0.000186287604035548,7.81000000220653e-05
"38456","ENSG00000213949","thyroid.gland",5.43700893866271e-05,2.58999999951544e-05
"38460","ENSG00000213995","thyroid.gland",5.37202079318918e-06,2.93999999720986e-05
"38463","ENSG00000214078","thyroid.gland",4.52014492088691e-05,7.13000000243199e-05
"38466","ENSG00000214253","thyroid.gland",4.62240891391287e-05,0.00015709999998554
"38469","ENSG00000214517","thyroid.gland",7.75026574377423e-06,2.52000000126759e-05
"38472","ENSG00000214753","thyroid.gland",1.65057300508693e-05,2.32999999986041e-05
"38474","ENSG00000215021","thyroid.gland",5.11360225719697e-05,9.21999999886146e-05
"38485","ENSG00000221914","thyroid.gland",3.21421317555395e-05,3.8200000007766e-05
"38499","ENSG00000233276","thyroid.gland",9.55521358143895e-05,3.2399999984586e-05
"38501","ENSG00000234745","thyroid.gland",2.44645947965204e-06,0.000207399999974679
"38504","ENSG00000239264","thyroid.gland",0.000133445632663143,4.08999999993086e-05
"38506","ENSG00000239306","thyroid.gland",2.68518048984557e-06,1.69999999851929e-05
"38507","ENSG00000239672","thyroid.gland",0.000173379165781129,3.86999999983148e-05
"38509","ENSG00000239900","thyroid.gland",1.76276013364029e-05,2.74000000113319e-05
"38511","ENSG00000240344","thyroid.gland",3.465437734212e-06,3.04000000273867e-05
"38513","ENSG00000240849","thyroid.gland",7.14539151617885e-05,1.14999999906365e-05
"38514","ENSG00000240857","thyroid.gland",6.16715362611721e-06,2.10000000128661e-05
"38515","ENSG00000240972","thyroid.gland",0.00195086386250737,2.18000000198474e-05
"38518","ENSG00000241468","thyroid.gland",1.16827732879602e-05,0.000207100000050809
"38519","ENSG00000241553","thyroid.gland",0.000324301533281119,9.97999999339627e-05
"38521","ENSG00000241685","thyroid.gland",5.55370765596988e-05,7.38000000300707e-05
"38522","ENSG00000241837","thyroid.gland",8.53172589293815e-05,0.000152699999980162
"38530","ENSG00000242372","thyroid.gland",1.8504706149974e-05,4.86999999759318e-05
"38531","ENSG00000242498","thyroid.gland",7.20755547924741e-06,1.28999999911113e-05
"38543","ENSG00000243989","thyroid.gland",3.34336378566907e-06,2.98999999776639e-05
"38545","ENSG00000244038","thyroid.gland",5.36648296371879e-05,0.000188299999992775
"38551","ENSG00000244687","thyroid.gland",8.90624479750821e-05,5.28999999957141e-05
"38552","ENSG00000244734","thyroid.gland",0.183563937979376,0.000173100000049665
"38554","ENSG00000247596","thyroid.gland",2.57840342858595e-05,1.41000000111886e-05
"38556","ENSG00000249915","thyroid.gland",0.000130252613765293,6.40000000023745e-05
"38561","ENSG00000253729","thyroid.gland",4.01714079134995e-06,1.63999999981988e-05
"38563","ENSG00000254505","thyroid.gland",1.09372083159623e-05,3.38999999841479e-05
"38565","ENSG00000254709","thyroid.gland",0.000218098765822684,3.80000000335284e-06
"38566","ENSG00000254772","thyroid.gland",0.000118661736628809,0.000145600000007705
"38568","ENSG00000254986","thyroid.gland",4.55331317572747e-05,1.31999999937434e-05
"38578","ENSG00000257727","thyroid.gland",2.43421550846027e-05,6.78999999561448e-05
"38586","ENSG00000262246","thyroid.gland",3.61875259080628e-06,6.40000000023745e-06
"38590","ENSG00000269190","thyroid.gland",6.8948391824609e-07,1.90000000020637e-06
"38592","ENSG00000272325","thyroid.gland",3.08995868763351e-05,2.54000000222282e-05
"38593","ENSG00000000419","adrenal.gland",1.01650016624175e-05,5.01000000153145e-05
"38595","ENSG00000000971","adrenal.gland",0.000104985898885793,4.52999999986615e-05
"38597","ENSG00000001084","adrenal.gland",1.63446962854391e-05,1.87000000199576e-05
"38600","ENSG00000002549","adrenal.gland",0.000198384819650337,4.89999999967829e-05
"38603","ENSG00000002834","adrenal.gland",0.00023478607681997,2.50999999721985e-05
"38606","ENSG00000004059","adrenal.gland",4.03058689965014e-05,6.10999999658755e-05
"38607","ENSG00000004455","adrenal.gland",0.000405853306005912,5.8699999966532e-05
"38609","ENSG00000004478","adrenal.gland",6.40189569530259e-05,4.10000000264586e-05
"38610","ENSG00000004487","adrenal.gland",6.59638002659181e-06,2.58999999951544e-05
"38611","ENSG00000004700","adrenal.gland",2.19723715866446e-05,1.94999999837228e-05
"38613","ENSG00000004776","adrenal.gland",0.00120247925299468,0.000148599999854732
"38618","ENSG00000005007","adrenal.gland",1.19036471785255e-05,1.87999999885857e-05
"38619","ENSG00000005022","adrenal.gland",6.49914578629194e-05,0.000118399999894521
"38625","ENSG00000005249","adrenal.gland",3.63674345572196e-05,6.63999999437332e-05
"38629","ENSG00000005884","adrenal.gland",4.24160979215676e-06,2.23999999827646e-05
"38630","ENSG00000005893","adrenal.gland",0.000213472664573183,7.1500000032749e-05
"38632","ENSG00000006125","adrenal.gland",0.000160097339917658,3.64999999616359e-05
"38634","ENSG00000006451","adrenal.gland",6.87893530473479e-05,3.03000000347233e-05
"38638","ENSG00000006625","adrenal.gland",4.90023013764044e-05,3.02000000029797e-05
"38645","ENSG00000007168","adrenal.gland",4.69226690893132e-05,3.81000000284574e-05
"38649","ENSG00000008018","adrenal.gland",9.17885981279027e-05,0.000134700000085918
"38650","ENSG00000008282","adrenal.gland",3.66944826477919e-05,7.22000000715461e-05
"38653","ENSG00000008311","adrenal.gland",3.22590880562696e-06,1.3300000001008e-05
"38661","ENSG00000009307","adrenal.gland",1.04574406627295e-05,0.000158000000016581
"38666","ENSG00000010256","adrenal.gland",2.9061105963681e-05,0.000135300000125357
"38667","ENSG00000010278","adrenal.gland",3.48128238814828e-05,0.00024819999990701
"38672","ENSG00000011009","adrenal.gland",5.31450797382918e-05,1.49999999980768e-05
"38673","ENSG00000011028","adrenal.gland",1.01018729699346e-06,1.07999999878906e-05
"38678","ENSG00000011304","adrenal.gland",0.000200140057858948,6.70999999738901e-05
"38679","ENSG00000011376","adrenal.gland",1.84162566635489e-05,8.59999999517681e-06
"38683","ENSG00000011485","adrenal.gland",2.92784664858084e-05,3.11999999986751e-05
"38689","ENSG00000013364","adrenal.gland",1.73143978297206e-05,7.71999999403197e-05
"38694","ENSG00000013583","adrenal.gland",0.000374692280718146,6.87999999626908e-05
"38695","ENSG00000014123","adrenal.gland",2.45218895513036e-05,2.17000000075684e-05
"38696","ENSG00000014216","adrenal.gland",0.00019137504595777,2.87000000175789e-05
"38697","ENSG00000014641","adrenal.gland",0.00192808900918865,0.000205299999824813
"38702","ENSG00000015475","adrenal.gland",4.61600831010692e-06,6.29999999342021e-06
"38703","ENSG00000015479","adrenal.gland",3.19820584019072e-05,0.000154100000099913
"38712","ENSG00000019582","adrenal.gland",3.02170174236153e-06,0.000747600000504728
"38715","ENSG00000021355","adrenal.gland",0.000599347120296728,5.63000000192708e-05
"38719","ENSG00000022267","adrenal.gland",0.000132315364645679,6.71999999916714e-05
"38722","ENSG00000023191","adrenal.gland",0.000163305294811877,5.98000000015958e-05
"38723","ENSG00000023228","adrenal.gland",7.15815862271276e-05,6.1500000031803e-05
"38724","ENSG00000023318","adrenal.gland",0.000130011983781042,1.68000000106046e-05
"38725","ENSG00000023697","adrenal.gland",1.36950655405365e-05,2.61999999807105e-05
"38726","ENSG00000023734","adrenal.gland",5.11504184585266e-05,9.43000000570349e-05
"38730","ENSG00000024422","adrenal.gland",0.000111546047194357,2.27999999999762e-05
"38732","ENSG00000025708","adrenal.gland",5.76174217926974e-05,9.19999999267983e-06
"38736","ENSG00000026025","adrenal.gland",0.000765306579384431,0.000326300000159377
"38737","ENSG00000026297","adrenal.gland",1.14930768319846e-05,4.07999999915562e-05
"38740","ENSG00000028528","adrenal.gland",5.75100866571065e-05,6.01999999642615e-05
"38747","ENSG00000031698","adrenal.gland",6.18133740541115e-05,8.04000000465687e-05
"38755","ENSG00000033178","adrenal.gland",2.88961623714645e-05,9.90000000917409e-06
"38762","ENSG00000035403","adrenal.gland",0.000345773169599564,2.1200000003478e-05
"38768","ENSG00000037474","adrenal.gland",6.21540115275091e-06,2.25999999923295e-05
"38769","ENSG00000037757","adrenal.gland",2.76027566097001e-05,1.1599999993939e-05
"38772","ENSG00000038274","adrenal.gland",3.44326101128157e-05,5.24999999509256e-05
"38776","ENSG00000039123","adrenal.gland",2.68779464289093e-06,2.91999999698504e-05
"38782","ENSG00000041357","adrenal.gland",0.000144901195296255,8.3400000069567e-05
"38786","ENSG00000042493","adrenal.gland",6.35222459501261e-05,1.52000000019329e-05
"38789","ENSG00000043093","adrenal.gland",4.09438497657416e-05,1.19999999986841e-05
"38792","ENSG00000044115","adrenal.gland",7.8707537687987e-05,0.00012259999994851
"38794","ENSG00000044574","adrenal.gland",0.000909147481511499,0.000121900000107115
"38799","ENSG00000047249","adrenal.gland",3.36295226639098e-05,4.66000000332631e-05
"38802","ENSG00000047410","adrenal.gland",9.74898766734729e-06,1.97999999880765e-05
"38805","ENSG00000047849","adrenal.gland",5.87549159043188e-06,3.59000000348573e-05
"38818","ENSG00000049860","adrenal.gland",0.000307434160917473,8.02999999484726e-05
"38824","ENSG00000051620","adrenal.gland",0.000219090866000313,2.15999999924933e-05
"38828","ENSG00000053371","adrenal.gland",0.000416900154430374,3.78000000141675e-05
"38833","ENSG00000054116","adrenal.gland",7.26041109868865e-05,5.06000000186651e-05
"38842","ENSG00000055130","adrenal.gland",1.98681254259705e-05,2.79999999779363e-05
"38845","ENSG00000055332","adrenal.gland",7.86933036581208e-06,9.80000000693896e-06
"38847","ENSG00000055955","adrenal.gland",0.00011842363102697,6.90000000417445e-06
"38850","ENSG00000057608","adrenal.gland",0.000494653105520189,9.31999999240353e-05
"38852","ENSG00000057757","adrenal.gland",2.65149655383521e-05,3.86000000291743e-05
"38855","ENSG00000058272","adrenal.gland",7.31404505006683e-08,2.37999999969031e-05
"38856","ENSG00000058453","adrenal.gland",2.29921651347954e-05,6.09999999984877e-06
"38860","ENSG00000059573","adrenal.gland",2.67016262087182e-05,1.41999999874753e-05
"38870","ENSG00000061676","adrenal.gland",2.55708138106873e-05,5.24000000019635e-05
"38874","ENSG00000062485","adrenal.gland",0.00165475131924418,6.84999999223312e-05
"38877","ENSG00000063046","adrenal.gland",1.22982325795436e-05,7.80000000555902e-05
"38879","ENSG00000063241","adrenal.gland",0.000100889731444561,2.44999999794355e-05
"38883","ENSG00000063854","adrenal.gland",0.000223337434476607,7.81999999892237e-05
"38888","ENSG00000064601","adrenal.gland",0.000313528178245828,0.000189400000145114
"38891","ENSG00000064666","adrenal.gland",1.67506846640789e-05,2.01999999792265e-05
"38893","ENSG00000065000","adrenal.gland",9.21942037890842e-06,2.74000000113319e-05
"38895","ENSG00000065135","adrenal.gland",1.91554146310835e-05,2.43000000224756e-05
"38896","ENSG00000065150","adrenal.gland",3.5840746691627e-05,3.20999999700747e-05
"38897","ENSG00000065154","adrenal.gland",0.000153563484815499,0.00011359999990191
"38906","ENSG00000065534","adrenal.gland",2.87899367661322e-05,5.52999999612019e-05
"38917","ENSG00000066044","adrenal.gland",4.45765395055681e-05,2.5000000018879e-05
"38924","ENSG00000066583","adrenal.gland",0.000104496663747411,2.91999999698504e-05
"38930","ENSG00000067057","adrenal.gland",1.2720970895775e-05,1.07999999878906e-05
"38931","ENSG00000067064","adrenal.gland",9.08753814866582e-05,8.96999999908932e-05
"38935","ENSG00000067225","adrenal.gland",0.0027492398541491,0.000297700000242163
"38938","ENSG00000067560","adrenal.gland",7.07822260883411e-05,0.000259499999889771
"38939","ENSG00000067704","adrenal.gland",0.000263026809485445,4.81999999734914e-05
"38941","ENSG00000067900","adrenal.gland",6.26562626040807e-06,2.08000000017835e-05
"38947","ENSG00000068366","adrenal.gland",1.21811330259312e-05,4.19999999615196e-05
"38950","ENSG00000068793","adrenal.gland",2.968078301688e-05,2.24999999942305e-05
"38958","ENSG00000069329","adrenal.gland",0.000196473968328284,3.25000000015809e-05
"38959","ENSG00000069345","adrenal.gland",3.18159789762777e-05,4.38000000500132e-05
"38965","ENSG00000069998","adrenal.gland",9.63582224865504e-05,1.92999999996545e-05
"38966","ENSG00000070010","adrenal.gland",3.59837186137842e-05,3.2399999984586e-05
"38968","ENSG00000070081","adrenal.gland",3.26058026043145e-05,8.07000000516445e-05
