"","gene","tissue","prot","mrna"
"38978","ENSG00000070756","adrenal.gland",9.23002788324427e-06,0.000200399999909924
"38983","ENSG00000070831","adrenal.gland",0.000266668670677075,7.27999999475261e-05
"38987","ENSG00000071127","adrenal.gland",0.00036212381829723,5.72000000272603e-05
"38991","ENSG00000071282","adrenal.gland",8.6172945116529e-06,1.05999999935376e-05
"38992","ENSG00000071537","adrenal.gland",1.61599423086326e-06,1.969999999267e-05
"38996","ENSG00000072042","adrenal.gland",7.19168245332011e-05,5.14000000005591e-05
"38997","ENSG00000072062","adrenal.gland",0.000238478961601914,0.000125899999968731
"38998","ENSG00000072110","adrenal.gland",0.000286906177283654,4.48000000001915e-05
"39002","ENSG00000072274","adrenal.gland",1.70392643230459e-05,3.50999999623518e-05
"39004","ENSG00000072501","adrenal.gland",8.93083510872897e-06,1.18999999892444e-05
"39005","ENSG00000072506","adrenal.gland",0.000938434704148598,7.34000000141849e-05
"39009","ENSG00000072778","adrenal.gland",0.00109107493764516,0.000682799999303991
"39013","ENSG00000072958","adrenal.gland",6.71852146453973e-05,2.69999999901158e-05
"39021","ENSG00000073578","adrenal.gland",0.000152771955258769,8.80999999164129e-05
"39023","ENSG00000073712","adrenal.gland",0.000158531517204338,2.32000000058281e-05
"39024","ENSG00000073921","adrenal.gland",1.42027237536847e-05,6.96000000624113e-05
"39025","ENSG00000073969","adrenal.gland",1.07442256796881e-05,1.94000000031168e-05
"39037","ENSG00000074800","adrenal.gland",0.00257433370606986,0.00020130000005161
"39038","ENSG00000074842","adrenal.gland",0.000205278319161179,4.80999999585965e-05
"39040","ENSG00000075142","adrenal.gland",0.000304808555635933,7.4700000031752e-05
"39043","ENSG00000075239","adrenal.gland",0.00209299676943216,0.000128899999895109
"39046","ENSG00000075415","adrenal.gland",0.000167204249173555,0.000343400000138455
"39049","ENSG00000075618","adrenal.gland",0.000263304268115698,1.43999999968418e-05
"39052","ENSG00000075785","adrenal.gland",0.000536468829276454,0.000127000000012879
"39054","ENSG00000075856","adrenal.gland",5.46506199628909e-06,1.97999999880765e-05
"39057","ENSG00000076043","adrenal.gland",2.48814551074398e-05,6.32999999974704e-05
"39058","ENSG00000076201","adrenal.gland",6.28487360471192e-06,1.22000000091368e-05
"39065","ENSG00000076706","adrenal.gland",6.37322403057589e-06,3.28000000217754e-05
"39076","ENSG00000077312","adrenal.gland",1.85125908149605e-05,2.19000000080623e-05
"39078","ENSG00000077380","adrenal.gland",9.78721457724844e-06,2.52999999897577e-05
"39080","ENSG00000077549","adrenal.gland",0.000326562459299732,0.000139899999841567
"39084","ENSG00000077942","adrenal.gland",6.60227802922472e-05,0.000103099999932694
"39090","ENSG00000078140","adrenal.gland",3.01278950626307e-05,3.18999999957999e-05
"39093","ENSG00000078369","adrenal.gland",0.000208152719842507,0.000105200000044154
"39099","ENSG00000078902","adrenal.gland",6.46770325789324e-05,1.94999999837228e-05
"39102","ENSG00000079246","adrenal.gland",4.59369411487598e-05,7.33000000605702e-05
"39103","ENSG00000079257","adrenal.gland",0.000176605174427393,2.61999999807105e-05
"39104","ENSG00000079308","adrenal.gland",4.36115427470313e-05,6.23000000488925e-05
"39105","ENSG00000079332","adrenal.gland",0.000422745182319913,4.99999999613144e-05
"39109","ENSG00000079462","adrenal.gland",0.000116632500600989,1.03000000069923e-05
"39114","ENSG00000079785","adrenal.gland",9.40156766285684e-05,5.33999999964888e-05
"39115","ENSG00000079805","adrenal.gland",0.000123501540268486,4.92999999685295e-05
"39116","ENSG00000079819","adrenal.gland",2.22677265763442e-05,3.76999999821356e-05
"39118","ENSG00000079950","adrenal.gland",2.37621858344447e-05,1.82000000006255e-05
"39119","ENSG00000080371","adrenal.gland",8.64111583631027e-05,4.9400000008685e-05
"39122","ENSG00000080824","adrenal.gland",0.00173798875826842,0.000341799999697218
"39130","ENSG00000082153","adrenal.gland",2.08108730042732e-05,8.74999999955044e-05
"39133","ENSG00000082212","adrenal.gland",8.95145510803105e-05,2.67999999982235e-05
"39141","ENSG00000082898","adrenal.gland",4.40346104772131e-05,4.26999999975396e-05
"39144","ENSG00000083312","adrenal.gland",1.89735677764881e-05,3.28000000217754e-05
"39146","ENSG00000083520","adrenal.gland",3.20543839767381e-06,1.13999999911678e-05
"39148","ENSG00000083720","adrenal.gland",3.6366600525221e-05,1.64999999918731e-05
"39156","ENSG00000084207","adrenal.gland",0.00387705766064803,0.000179100000062258
"39158","ENSG00000084623","adrenal.gland",1.60332632756728e-05,0.000107699999926104
"39161","ENSG00000084733","adrenal.gland",0.000157129120632988,7.19999999285017e-05
"39162","ENSG00000084754","adrenal.gland",0.00076099611037865,9.13000000979024e-05
"39165","ENSG00000085063","adrenal.gland",9.8649651191725e-05,0.000201900000026202
"39168","ENSG00000085377","adrenal.gland",5.29363293912682e-05,1.40000000103724e-05
"39175","ENSG00000085662","adrenal.gland",0.0264169535770566,0.00139929999957349
"39176","ENSG00000085719","adrenal.gland",0.000113006132508588,3.50999999623518e-05
"39177","ENSG00000085733","adrenal.gland",2.46155747168032e-05,0.000117200000085797
"39185","ENSG00000086061","adrenal.gland",5.14018795969134e-05,0.000150800000161894
"39188","ENSG00000086200","adrenal.gland",3.37255533450966e-06,9.09999999327196e-06
"39190","ENSG00000086289","adrenal.gland",0.000153814590287514,3.58000000293563e-05
"39191","ENSG00000086475","adrenal.gland",3.54101294152708e-05,1.92999999996545e-05
"39194","ENSG00000086598","adrenal.gland",1.92934379655257e-05,9.26000000678177e-05
"39200","ENSG00000087086","adrenal.gland",1.78362418286099e-05,0.000809900000063393
"39201","ENSG00000087087","adrenal.gland",1.17299370923347e-05,3.89999999976204e-05
"39202","ENSG00000087088","adrenal.gland",1.53584850390192e-05,3.5399999997898e-05
"39203","ENSG00000087191","adrenal.gland",5.07489811895417e-05,9.86000000133471e-05
"39207","ENSG00000087274","adrenal.gland",2.59126779177552e-05,7.1400000036798e-05
"39209","ENSG00000087302","adrenal.gland",0.000142928385498087,0.000101499999941751
"39211","ENSG00000087365","adrenal.gland",2.44755549147804e-06,6.90000000417444e-05
"39212","ENSG00000087460","adrenal.gland",1.19423803553196e-05,0.000862900000021525
"39213","ENSG00000087470","adrenal.gland",3.13656780955156e-05,3.27000000255786e-05
"39215","ENSG00000087842","adrenal.gland",1.26188806850608e-05,1.23999999953679e-05
"39218","ENSG00000088247","adrenal.gland",0.000129179998748598,5.96000000356484e-05
"39219","ENSG00000088256","adrenal.gland",3.53875937563404e-05,2.13999999827935e-05
"39223","ENSG00000088682","adrenal.gland",6.20529528998665e-05,4.04999999799812e-05
"39224","ENSG00000088812","adrenal.gland",1.42061928842766e-06,1.87999999885857e-05
"39226","ENSG00000088833","adrenal.gland",0.000135901352223434,7.41000000035271e-05
"39228","ENSG00000088930","adrenal.gland",4.87503452814915e-06,3.54999999954965e-05
"39231","ENSG00000089006","adrenal.gland",7.69159357526942e-05,6.41000000710205e-05
"39232","ENSG00000089050","adrenal.gland",8.72748188392182e-05,1.18999999892444e-05
"39241","ENSG00000089220","adrenal.gland",0.0203856488939072,0.00104189999992701
"39242","ENSG00000089248","adrenal.gland",0.000502446783084863,6.84999999223312e-05
"39243","ENSG00000089280","adrenal.gland",1.76797814440947e-05,0.000111900000121525
"39246","ENSG00000089597","adrenal.gland",0.000870185451273358,8.60999999100618e-05
"39251","ENSG00000090013","adrenal.gland",0.00116348294357497,3.73000000164311e-05
"39255","ENSG00000090273","adrenal.gland",0.000130979037895171,4.39999999507425e-05
"39256","ENSG00000090339","adrenal.gland",6.355072288686e-06,1.94999999837228e-05
"39258","ENSG00000090382","adrenal.gland",4.47824056933821e-05,2.74000000113319e-05
"39266","ENSG00000090861","adrenal.gland",6.65413492878516e-05,4.08999999993086e-05
"39267","ENSG00000090863","adrenal.gland",1.40759300839536e-06,3.56999999907775e-05
"39274","ENSG00000091140","adrenal.gland",0.000550840757693816,9.91999999647831e-05
"39275","ENSG00000091164","adrenal.gland",0.000150328965900656,5.08999999605313e-05
"39276","ENSG00000091409","adrenal.gland",2.81700671999226e-07,1.01000000050549e-05
"39285","ENSG00000092010","adrenal.gland",0.000827895867905844,0.000156299999993095
"39286","ENSG00000092094","adrenal.gland",2.30334226648063e-05,2.37999999969031e-05
"39288","ENSG00000092108","adrenal.gland",1.20758027637664e-05,4.04999999799812e-05
"39290","ENSG00000092199","adrenal.gland",0.000305583778090078,0.000159300000072945
"39293","ENSG00000092621","adrenal.gland",6.51966100756313e-06,2.6000000001747e-06
"39294","ENSG00000092820","adrenal.gland",0.00132646847515529,0.000132700000041422
"39295","ENSG00000092841","adrenal.gland",0.000758982134043439,0.000758000000642199
"39298","ENSG00000092964","adrenal.gland",0.000824729613461656,3.34999999971579e-05
"39300","ENSG00000093010","adrenal.gland",0.000258029331962742,9.959999990283e-05
"39301","ENSG00000093144","adrenal.gland",3.15159643104187e-05,3.44000000339386e-05
"39308","ENSG00000095139","adrenal.gland",6.73146538693178e-05,5.67000000139818e-05
"39313","ENSG00000095380","adrenal.gland",9.03643337670932e-05,2.18000000198474e-05
"39318","ENSG00000096060","adrenal.gland",4.20086054883628e-05,8.66999999049322e-05
"39319","ENSG00000096384","adrenal.gland",0.00299211718855077,0.00033250000027629
"39323","ENSG00000096746","adrenal.gland",2.94881719283178e-05,0.00010979999997116
"39325","ENSG00000097033","adrenal.gland",2.33193660656131e-05,3.9799999993247e-05
"39329","ENSG00000099246","adrenal.gland",0.000183581088680186,9.14000000560169e-05
"39335","ENSG00000099341","adrenal.gland",4.96364638080438e-05,6.17999999873615e-05
"39338","ENSG00000099783","adrenal.gland",1.74916015994268e-05,6.24999999504836e-05
"39343","ENSG00000099810","adrenal.gland",8.02981001482826e-05,1.5400000005799e-05
"39346","ENSG00000099901","adrenal.gland",0.000216379885676681,4.08999999993086e-05
"39350","ENSG00000099968","adrenal.gland",3.77799318346269e-05,3.94000000158242e-05
"39353","ENSG00000099995","adrenal.gland",2.22690195223015e-05,3.30000000092788e-05
"39354","ENSG00000099998","adrenal.gland",9.71444334953538e-05,3.27000000255786e-05
"39356","ENSG00000100028","adrenal.gland",8.82629092078367e-05,5.83999999848855e-05
"39357","ENSG00000100030","adrenal.gland",0.000195485918867048,3.41000000005891e-05
"39358","ENSG00000100034","adrenal.gland",4.32038300466541e-05,1.31999999937434e-05
"39363","ENSG00000100097","adrenal.gland",0.00268670365415263,0.000252100000187817
"39366","ENSG00000100129","adrenal.gland",4.13310466203719e-05,0.000228299999742293
"39370","ENSG00000100201","adrenal.gland",3.90934803673329e-05,0.000207100000050809
"39373","ENSG00000100220","adrenal.gland",4.58325741781519e-05,3.71000000328851e-05
"39379","ENSG00000100243","adrenal.gland",0.000535071234656093,0.000127699999922545
"39382","ENSG00000100266","adrenal.gland",0.000147318381882545,6.6799999926855e-05
"39383","ENSG00000100280","adrenal.gland",0.000134184067673647,3.18999999957999e-05
"39384","ENSG00000100284","adrenal.gland",2.74837526312835e-05,3.18000000011399e-05
"39391","ENSG00000100304","adrenal.gland",8.20795160260945e-05,1.53000000064259e-05
"39397","ENSG00000100345","adrenal.gland",0.000210417822979567,5.56000000535066e-05
"39401","ENSG00000100360","adrenal.gland",1.21441659996327e-05,2.21999999769645e-05
"39408","ENSG00000100412","adrenal.gland",0.000899951203338398,4.69000000307685e-05
"39409","ENSG00000100442","adrenal.gland",0.000175275874659386,4.67000000466563e-05
"39412","ENSG00000100462","adrenal.gland",1.33496592353339e-05,2.92999999761097e-05
"39414","ENSG00000100504","adrenal.gland",2.6853133503543e-05,1.8100000005452e-05
"39415","ENSG00000100519","adrenal.gland",5.53219445464022e-05,3.69999999942923e-05
"39416","ENSG00000100522","adrenal.gland",6.47360257738895e-06,7.69999999694191e-06
"39418","ENSG00000100567","adrenal.gland",0.00014706393830533,8.8199999973229e-05
"39421","ENSG00000100577","adrenal.gland",0.000154393126901581,1.94999999837228e-05
"39423","ENSG00000100591","adrenal.gland",8.9259145517404e-05,0.000115400000047906
"39429","ENSG00000100612","adrenal.gland",0.00059010984067963,8.02999999484726e-05
"39433","ENSG00000100664","adrenal.gland",2.86846044829731e-05,8.8300000085888e-05
"39436","ENSG00000100714","adrenal.gland",0.000140158057556423,1.98999999812267e-05
"39439","ENSG00000100764","adrenal.gland",3.48646632654347e-05,1.09000000014902e-05
"39442","ENSG00000100804","adrenal.gland",6.79785184235377e-05,6.61999999329761e-05
"39445","ENSG00000100823","adrenal.gland",0.000354336269867375,9.21999999886146e-05
"39450","ENSG00000100902","adrenal.gland",0.000193307252414887,3.56000000022235e-05
"39452","ENSG00000100911","adrenal.gland",0.000656787509551692,0.00010390000010594
"39453","ENSG00000100926","adrenal.gland",1.43833884984603e-05,1.41000000111886e-05
"39454","ENSG00000100934","adrenal.gland",8.768182568793e-05,3.39999999966919e-05
"39455","ENSG00000100938","adrenal.gland",4.70722381223271e-05,6.60999999260851e-05
"39461","ENSG00000100994","adrenal.gland",3.06311602947303e-05,2.03999999799944e-05
"39468","ENSG00000101132","adrenal.gland",2.08792007511354e-05,3.32000000226252e-05
"39471","ENSG00000101150","adrenal.gland",0.000160638968585634,5.06000000186651e-05
"39474","ENSG00000101160","adrenal.gland",8.57341558325211e-05,9.26000000678177e-05
"39476","ENSG00000101182","adrenal.gland",6.46487583207133e-05,0.00010949999995559
"39481","ENSG00000101220","adrenal.gland",7.82572913542729e-06,1.03999999928451e-05
"39485","ENSG00000101266","adrenal.gland",5.75932471413444e-05,1.70999999845593e-05
"39494","ENSG00000101346","adrenal.gland",2.17027199325814e-05,1.11000000054528e-05
"39495","ENSG00000101347","adrenal.gland",0.000213791082366491,4.22000000037241e-05
"39498","ENSG00000101365","adrenal.gland",0.000186000697149164,5.28000000566775e-05
"39499","ENSG00000101367","adrenal.gland",0.000134697381445587,4.27999999987019e-05
"39501","ENSG00000101413","adrenal.gland",3.08754888155926e-05,1.19999999986841e-05
"39506","ENSG00000101444","adrenal.gland",0.00033065047657484,3.62000000389123e-05
"39509","ENSG00000101474","adrenal.gland",0.000110228179556365,3.9799999993247e-05
"39510","ENSG00000101557","adrenal.gland",7.08417222690724e-05,2.41000000235915e-05
"39511","ENSG00000101558","adrenal.gland",9.45948502446475e-05,0.00018399999999596
"39515","ENSG00000101843","adrenal.gland",5.67074030550206e-05,3.91999999981535e-05
"39516","ENSG00000101856","adrenal.gland",0.0003538884617138,0.000146700000052937
"39519","ENSG00000101940","adrenal.gland",1.08230078887855e-05,5.79000000363381e-05
"39523","ENSG00000102024","adrenal.gland",0.000108326343498238,3.34999999971579e-05
"39531","ENSG00000102144","adrenal.gland",0.00318830457243945,0.000254299999897114
"39533","ENSG00000102172","adrenal.gland",8.35250930249343e-05,2.43000000224756e-05
"39535","ENSG00000102189","adrenal.gland",2.36462556161337e-05,7.40000000458393e-06
"39542","ENSG00000102317","adrenal.gland",3.75249883427113e-05,0.000109000000014902
"39543","ENSG00000102390","adrenal.gland",6.31908399261539e-05,2.52000000126759e-05
"39559","ENSG00000102879","adrenal.gland",7.98554058053342e-05,1.76000000075317e-05
"39560","ENSG00000102882","adrenal.gland",9.3092085775188e-05,5.8599999997559e-05
"39572","ENSG00000103018","adrenal.gland",0.000400674428364475,0.000270899999979311
"39573","ENSG00000103024","adrenal.gland",0.000125549656547926,3.41999999955795e-05
"39575","ENSG00000103035","adrenal.gland",6.73671546997337e-05,4.92000000263551e-05
"39576","ENSG00000103043","adrenal.gland",9.14600539027848e-06,1.03999999928451e-05
"39581","ENSG00000103187","adrenal.gland",0.000100342680649216,3.0699999966268e-05
"39586","ENSG00000103266","adrenal.gland",3.76362445676691e-05,7.89999999471675e-05
"39588","ENSG00000103275","adrenal.gland",9.9039751273792e-05,5.96000000356484e-05
"39594","ENSG00000103363","adrenal.gland",7.72440250469794e-05,0.000151900000047992
"39596","ENSG00000103381","adrenal.gland",2.51791565475154e-05,1.03000000069923e-05
"39597","ENSG00000103415","adrenal.gland",2.27886031769808e-06,3.15000000152606e-05
"39600","ENSG00000103490","adrenal.gland",3.57431201494839e-05,6.80000000459963e-06
"39605","ENSG00000103544","adrenal.gland",1.59523636406258e-05,1.969999999267e-05
"39612","ENSG00000103876","adrenal.gland",0.000257281432408678,4.19999999615196e-05
"39613","ENSG00000103966","adrenal.gland",6.39915631499126e-05,5.80000000583697e-06
"39619","ENSG00000104142","adrenal.gland",1.00567722495455e-05,7.29999999797527e-06
"39624","ENSG00000104324","adrenal.gland",4.16549989635572e-05,4.83000000276355e-05
"39625","ENSG00000104325","adrenal.gland",0.00166253668085303,0.000126700000034004
"39632","ENSG00000104388","adrenal.gland",0.000146368853824211,8.79999999695717e-05
"39633","ENSG00000104408","adrenal.gland",2.20335866596514e-05,0.000183899999899187
"39635","ENSG00000104419","adrenal.gland",0.000105543702434501,7.8400000056966e-05
"39642","ENSG00000104522","adrenal.gland",8.62923423911525e-05,2.33999999779013e-05
"39644","ENSG00000104529","adrenal.gland",0.000126715011986213,0.000303499999712586
"39650","ENSG00000104687","adrenal.gland",0.000169831352404215,1.8100000005452e-05
"39653","ENSG00000104763","adrenal.gland",0.000846557820345322,0.000103800000116531
"39654","ENSG00000104774","adrenal.gland",7.96318521390815e-06,1.79999999957183e-05
